term,prior_v1_category,proposed_v2_category,candidate_source,review_frequency,construct_definition,ambiguity_flag,alternate_categories,concordance_1,concordance_2,concordance_3,decision,reviewer_rationale,reviewer_status
plastic,flaws_off_notes,flaws_off_notes,v1,281,Defect and contamination descriptors.,False,,"to the point where it's a little unpleasant. also some damp cardboard, note of burnt plastic, rubber… well, rather unpleasant indeed. mouth: start with citrusy note but get then","y peaty. also whiff of fresh cement, clay, candle, green_tea, 'new toy' (new chinese plastic) - you have to like that but i do… bandage… also great note of fresh mint that balan","ut this might be different… colour: straw. nose: nah, it's got these strange note of plastic and chalk that weren't utterly nice (while more recent official have been so much mo",approve_primary,Approved for proposed primary construct.,approved
rancid,flaws_off_notes,flaws_off_notes,v1,14,Defect and contamination descriptors.,False,,"d and 24 year in glass, this should work... colour: full gold. nose: oh! sour apple, rancid butter and 'musty' fruit this time, this is strange yet not unpleasant at all, espec","what wa very nice in the nose is a little, err, embarrassing on the palate. touch of rancid butter, cardboard, mead again (or breton chouchen, and cider while we're at it), the","id bizarre? this time it's coal smoke that's arising, something stale and even a tad rancid (yoghurt), before the wine start to impart even more sour note. sour apple? quite bu",exclude_infrequent,Excluded; review frequency below minimum threshold.,approved
rotten,flaws_off_notes,flaws_off_notes,v1,25,Defect and contamination descriptors.,False,,"ith struck match - which is absolutely not a bad thing in this context, i insist, no rotten truffle or brand new rubber boot and such -, gunpowder (same comment), flint and roa","lish. metal polish. oh, when i write sulphur here, i mean real 'yellow' sulphur, not rotten egg of course. mouth: excellent, very 'clynelish', big whisky, mineral, waxy and lem","lphur can even be an asset to some whisky (in moderate dos and i'm not talking about rotten egg), but this time it's frankly too much. gas, struck match and asparagus cooking w",approve_primary,Approved for proposed primary construct.,approved
rubber,flaws_off_notes,flaws_off_notes,v1,528,Defect and contamination descriptors.,False,,"f melon as well and just a little wax and graphite oil behind all that, bordering on rubber but it's no straight rubber. nice nose, more than just a youngish ex_hoggie middle_a","absolutely not a bad thing in this context, i insist, no rotten truffle or brand new rubber boot and such -, gunpowder (same comment), flint and roasted chestnut, with then in","int where it's a little unpleasant. also some damp cardboard, note of burnt plastic, rubber… well, rather unpleasant indeed. mouth: start with citrusy note but get then bitter",approve_primary,Approved for proposed primary construct.,approved
soap,flaws_off_notes,flaws_off_notes,v1,240,Defect and contamination descriptors.,False,,"ness as well. mouth: raw alcohol at first sip, with this feeling of burnt kirsch and soap, grass, lemon_peel… then even more grass and even more paraffin/soap. finish: quite","colour: straw. nose: bang, paraffin, grass and soap on eleven. it's as if there wa only one aspect of clynelish talking, and you really","aw/pale gold. nose: start almost like the hart bros but go deeper and wider, with le soap and more straight sulphur and shoe polish. metal polish. oh, when i write sulphur he",approve_primary,Approved for proposed primary construct.,approved
solvent,flaws_off_notes,flaws_off_notes,v1,13,Defect and contamination descriptors.,False,,"ld. nose: in the very same league. same slightly acidic start, bordering vinegar and solvent (but in a great way!) and then same cut apple, mead, honey vinegar, and just old win","white wine. nose: it's one of those very sooty and sour one, starting with a lot of solvent, acetone, then we have lemon juice, a feeling of gin, bag of grist and many small be","wine (hurray). nose: very new_makey and full of pear spirit. then sour caper brine, solvent, and bag of ash and burnt plastic. it feel extremely young and it is having trouble",approve_primary,Approved for proposed primary construct.,approved
sour,flaws_off_notes,flaws_off_notes,v1,791,Defect and contamination descriptors.,False,,"colour: straw. nose: it's one of these older caol ilas that start more on sour fruit juice, as well as on fresh almond and brine. putty, marzipan, apple juice, lem","so marzipan and a little menthol… mouth (neat): it is sweeter now, but also slightly sour (grape skin, lemon juice), with more and more cider apple after that. greengage? it'","gold. nose: it's rather a herbal one, with some mint, fennel, carrot top… quite some sour wood as well but that work very well, imparting note of dry white to this baby (sauv",exclude_ambiguous,Excluded from primary instrument; context-dependent or ambiguous usage.,approved
stale,flaws_off_notes,flaws_off_notes,v1,83,Defect and contamination descriptors.,False,,"rusy note but get then bitter again, acrid, slightly 'chemical', hard to enjoy. then stale. finish: medium long, bitter and burnt. comment: a very hard one in my opinion - but","let's move on… mouth: a good surprise, this is rather cleaner despite these note of stale pepper in the attack. peppered orange, leather… and it doe keep improving, with a mo","nose: this is much dirtier and wackier. musty and mouldy, very yeasty, with note of stale lager and then sorrel. maybe even some cheese and, dare i add, gym sock. strange fro",approve_primary,Approved for proposed primary construct.,approved
sulphur,flaws_off_notes,flaws_off_notes,v1,280,Defect and contamination descriptors.,True,flaws_off_notes;off_primary,"rt almost like the hart bros but go deeper and wider, with le soap and more straight sulphur and shoe polish. metal polish. oh, when i write sulphur here, i mean real 'yellow' s","f of sherry flying around. also a little parmesan… quite butyric. also some straight sulphur, exhaust fume… you got it, i don't like this too much. let's move on… mouth: a good","ocolate, bag or heavily roasted malt and, maybe a little too much struck match. yes, sulphur. also blackcurrant bud. wa this baby 'finished'? very unlikely but you never know… m",exclude_ambiguous,Excluded from primary instrument; context-dependent or ambiguous usage.,approved
turpentine,flaws_off_notes,flaws_off_notes,v1,106,Defect and contamination descriptors.,False,,"ra_zesty, with superb note of kipper and quite a lot of almond oil and then a little turpentine. even in a slow cask, age doe matter i guess. mouth: lovely, very lovely. a peppery","but extremely elegant. stunning and subtle whiff of old eucalyptus liqueur, natural turpentine, graphite oil and linseed, although it slowly take off, gradually becoming more 'str","e olive are in the nose this time, together with litre of motor oil, fresh paint and turpentine. the peat isn't too wham_bam this time, it even a little discreet - or transmuted. s",exclude_ambiguous,Excluded from primary instrument; context-dependent or ambiguous usage.,approved
varnish,flaws_off_notes,flaws_off_notes,v1,354,Defect and contamination descriptors.,False,,"ther the ester that dominate the whole at first nosing, even bubblegums and touch of varnish. but at this very high strength it's hard to get very definite aroma so let's add wa",": light amber. nose: this is no scotch, it's bourbon. start with huge whiff of fresh varnish, coconut and vanilla, and go on with… just the same, although as usual, the varnishy","old style' littlemill here, starting very grassy and even yeasty, with also whiff of varnish and touch of acetone. not the easiest so far, although there is a little lemon and g",exclude_ambiguous,Excluded from primary instrument; context-dependent or ambiguous usage.,approved
wet_cardboard,flaws_off_notes,flaws_off_notes,v1,15,Defect and contamination descriptors.,False,,"curious whiff of nail_polish remover (after all those year!) and then a little dust, wet_cardboard, metal polish, damp earth… maybe this baby is damaged, the palate will tell us for s","bowmore! i get dill, parsley, maybe chive, seaweed for sure (kelp), then beach sand, wet_cardboard, old_book, maybe a little turpentine… who said all youngish bowmores were the same?","'heavily' peated in my opinion, but peated it is. so yes, peat_smoke, then a little wet_cardboard, newspaper, soot, cider apple and just a few strawberry that do 'lift' the whole. ma",approve_primary,Approved for proposed primary construct.,approved
balanced,finish_complexity_balance,complexity_balance,v1,457,Structural judgment language.,False,,"comment: no need for longish babbling, this is classic young clynelish. maybe better balanced than others, i'd put it exactly in the same league as the 14yo ob even if this is a","t. a feeling of good sauvignon. the peat is moderate. finish: not very long but well balanced, between the smokiness and the fresh fruit. comment: no freak at all, despite the ve","ass once again, as well as a little marzipan. this seems to be pretty naked and well_balanced but it's a little aggressive so let's add water right away, cuz i need mee nose. wit",approve_primary,Approved for proposed primary construct.,approved
boring,finish_complexity_balance,complexity_balance,v1,107,Structural judgment language.,False,,"t whisky in my opinion. with water: a little more vanilla, and barley_sugar aplenty. boring. finish: yes there is one, but it's totally uninteresting. comment: i think they sho","d into the warehouse. very, very funny whisky for sure, but… well, at least it's not boring - at all! but i insist, diageo, we need a bottling_statement!","citron in the aftertaste. comment: politically, this is a problem. between the ultra_boring botoxed (read oak_driven) 'good' modern whisky and this hyper_unlikely old millburn,",approve_primary,Approved for proposed primary construct.,approved
clumsy,finish_complexity_balance,complexity_balance,v1,13,Structural judgment language.,False,,"very chocolaty. comment: i'm sorry i've quoted many other distillery, which is a bit clumsy and lazy, but i could as well have quoted old_school macallan. brilliant.","ness to it (raisin, fig) but the spirit wa huge and keep the whole 'nervous' and not clumsy at all. with water: smoked walnut wine with a little salt. swim well on the palate,","aroli's tasting note on the back label. you never quite knew if that wa all a little clumsy, or extreme avant_garde italian poetry. in any case, this one's 'reach and pulpy' an",exclude_infrequent,Excluded; review frequency below minimum threshold.,approved
coherent,finish_complexity_balance,complexity_balance,v1,73,Structural judgment language.,False,,"ore fruit, blackcurrants, raisin and then whiff of diesel oil and walnut stain. very coherent and full. with water: after the first note of soap that are soon to vanish (remember","ila and rum in the background. finish: a bit short for springbank but clean and very coherent. bitter orange and a touch of salt. excuse me, a saltine. comment: lovable and much","so yes, red_fruit and mustard, you get the picture. finish: medium long, a tad more coherent. mulled wine? comment: what a strange beast. it's like if some apprentice sorcerer w",approve_primary,Approved for proposed primary construct.,approved
complex,finish_complexity_balance,complexity_balance,v1,1011,Structural judgment language.,False,,"nt). and then, more and more smoke, which come unexpected. old coal stove, lovage... complex and beautiful. mouth: as often with these old malt, the first sip won't tell you whe","ttle pine resin as well, almond oil, marzipan… truly excellent. finish: rather long, complex, a little medicinal and always a little phenolic. mint and liquorice in the aftertas","r: same. touch of dill, then more raw barley. mouth (neat): sweet, natural and quite complex. very mashy in fact, we're close to some beer, with a little caramel, yeast, sweet b",approve_primary,Approved for proposed primary construct.,approved
consistent,finish_complexity_balance,complexity_balance,v1,41,Structural judgment language.,False,,"d then a little watermelon (including the green part ;-)). finish: of medium length, consistent, on these western fruit and quite some grass. some beer, white pepper and a little b","again, it's pleasantly fresh and fruity. caramel in the aftertaste. comment: a very consistent dram. haven't they made it a little fruitier?","comment: impeccable bunnahabhain, not always flabbergasting, but consistently… err, consistent. this is one of the better one.",approve_primary,Approved for proposed primary construct.,approved
deep,finish_complexity_balance,complexity_balance,v1,959,Structural judgment language.,False,,"guernsey. let's try one of those today, with thanks to our friend hh hansen. colour: deep amber. nose: oh my! it's one of these old_style 'genuine' sherry monster, full of dr","i loved an earlier version, issued in 2004 ( at the time) so, as they say, we have deep expectation. colour: deep amber with bronze hue. nose: i like these dry sherry note",colour: deep amber. nose: pure coffee_schnapps (my swiss friend would rather say schnappsli). add,approve_primary,Approved for proposed primary construct.,approved
disjointed,finish_complexity_balance,complexity_balance,v1,49,Structural judgment language.,False,,"ana, a little rum (demerara), havana cigar… all very appealing. mouth: a little more disjointed, with this feeling of rotting orange and sulphur that were to be found in several sh","colour: gold. nose: well, it's a surprise, this nose work and you do not get these 'disjointed' aroma that i sometimes find in wine_finished whisky. and above all, it's not winey!","more ardbegness if you're into 'pure' style. mouth: start a little weirdly, slightly disjointed, between the distillery's usual sharp and zesty profile and a kind of both candied a",exclude_ambiguous,Excluded from primary instrument; context-dependent or ambiguous usage.,approved
dull,finish_complexity_balance,complexity_balance,v1,44,Structural judgment language.,False,,", that's all. impaired whisky, for education purpose only. finish: very short. ripe 'dull' apple, with little character. comment: maybe you remember we tried some white dog a","tertaste as well as quite some white pepper. comment: really enjoyable, easy but not dull at all. earlier batch have been much fruitier if i remember well.","it, it swim better than the 1972 on the palate. granted, this pina colada's a little dull but at least, it's sexy. finish: no. too drying, green, grassy, tannic. you can coun",exclude_ambiguous,Excluded from primary instrument; context-dependent or ambiguous usage.,approved
elegant,finish_complexity_balance,complexity_balance,v1,590,Structural judgment language.,False,,"ater: same plus note of orange. ginger, white pepper. finish: medium long, sweet and elegant. comment: won't make you scratch your head but it's all perfect in a relative simpli","reet, the shoe polish ha vanished and the whiff of brine have become softer and more elegant. there's also a little more camphor. mouth: big and perfect. cinchona, honeydew, app","year! having said that, it's absolutely not oaky and everything is delicate and very elegant. it's like opening an old wardrobe where mum (or grandma) used to store her old fur",approve_primary,Approved for proposed primary construct.,approved
evolving,finish_complexity_balance,complexity_balance,v1,45,Structural judgment language.,False,,"of extremely high quality. montrachet_esque. mouth: perfect. immensely complex, ever_evolving, nervous, citrusy, sappy, herbal, spicy - but not too spicy -, more coastal and brin","ote on numerous occasion, a movie_malt vs a picture_malt. in this case, i'd quote an evolving resinous side (almond, pinesap, chartreuse, pitch, motor oil) and many soft spice an","ny wasabi or horseradish, touch of cigarette ash… it's pretty big, rather 'nervous', evolving towards yellow grapefruit and other sharpy citrus. oily mouth feel, good power. fini",approve_primary,Approved for proposed primary construct.,approved
fade,finish_complexity_balance,complexity_balance,v1,39,Structural judgment language.,False,,"g time. an earthiness as well, and cinnamon. comment: not one of these old malt that fade out, quite the opposite in fact. it's all quite big and very complex and deserves ti","tangerine! cough syrup! hessian! spanish ham! wet old tweet jacket! now, it trend to fade away a bit, maybe it's a little fragile. let's check the palate… mouth: this is funn","explosive. having said that, it tends to improve a lot, and the lavender gracefully fade away. good riddance! finish: quite long, salty, with grapefruit. comment: i find it",approve_primary,Approved for proposed primary construct.,approved
finesse,finish_complexity_balance,complexity_balance,v1,11,Structural judgment language.,False,,"ood, cigar box etc… mouth: immediately candied and jammy, but with much elegance and finesse (a lot of french word in english tasting vocabulary - in mine at least, ha). note of","tly on sandalwood, gorse flower and grassy rapeseed oil. gain a little more aromatic finesse with water i'd say. mouth: again a nicely salty, sharp and quite precise arrival, th","more maritime and, consequently, le tropical. but it remains masterful and of great finesse all along, while the sensation in the mouth is very imposing for a whisky offered at",exclude_infrequent,Excluded; review frequency below minimum threshold.,approved
flat,finish_complexity_balance,complexity_balance,v1,117,Structural judgment language.,False,,"tic as well. very curious about the palate… mouth: a strange one indeed. maybe a tad flat at first sip, with also something slightly burnt (toast) and then more and more brin","nd brine. more kipper. comment: a big peat in this one, obviously very young or from flat dead wood (but dead wood let the spirit shine through, doesn't it?)","nge again! fanta (no comment), chocolate, silver spoon, chinese mushroom (the large, flat one), aluminium foil… finish: medium long but even more metallic. bitter chocolate i",approve_primary,Approved for proposed primary construct.,approved
focused,finish_complexity_balance,complexity_balance,v1,103,Structural judgment language.,False,,"ter at first nosing as well as hint of dried banana - from the sherry? certainly le 'focused' than most other young caol ilas, but not unpleasant. note of orange cake, putty, ju","narrow but that narrowness is in fact an asset in this context. right, not narrow, 'focused'! mouth: relatively soft but very ashy and smoky, with some tar as well, a little br","ery different beast, this baby is nothing like the ob. bigger (no wonder), much more focused, smokier and much grassier at first nosing, with a lot of hay, leather and tobacco.",approve_primary,Approved for proposed primary construct.,approved
harmonious,finish_complexity_balance,complexity_balance,v1,38,Structural judgment language.,False,,"ore grapefruit (and it skin). the oak sings louder and louder but everything remains harmonious and balanced (okay, barely, but still…) finish: it's where the oak take control but","good news is that there are also tangerine and grapefruit. comment: it's not a very harmonious old bladnoch in my opinion, but we're well above the newer one, mainly because of th","most 83s are fab... colour: white wine. nose: ahh! we're safe! this is a wonderfully harmonious mix of white fruit, wax, oil, herb, coastal and farmyard quality. there is a shared",approve_primary,Approved for proposed primary construct.,approved
integrated,finish_complexity_balance,complexity_balance,v1,94,Structural judgment language.,False,,"indeed, rather towards tinned litchi and maybe turkish delight, but it's much better integrated than with the first version. touch of violet liqueur (parfait amour), then more pink","as fresh as a newborn baby, yet it became very complex. fascinating how the oak got integrated despite the spirit's relative lightness.","een_tea, mint, lemon grass… it's really good despite an oak that's maybe not totally integrated. finish: rather long, now more on apple and oak spice, especially ginger. comment: i",approve_primary,Approved for proposed primary construct.,approved
intricate,finish_complexity_balance,complexity_balance,v1,21,Structural judgment language.,False,,"nd a slug of white wine vinegar. there is peat but it is earthy, nervous, herbal and intricate in it complexity. some dazzlingly sharp note which touch on fresh lemon juice and ev","hashish, then unfolding citrus, exotic hardwood resin, jasmine, green banana… really intricate nose, superbly complex, you could even find, somewhere in there, a little kumquat fr","live oil cake, camphor and lime cordial. really superb, the sherry add a beautifully intricate layer of flavour while integrating perfectly with the distillate. with water: cola s",approve_primary,Approved for proposed primary construct.,approved
layered,finish_complexity_balance,complexity_balance,v1,45,Structural judgment language.,False,,"e de menthe, damp earth, old wine cellar… i guess that's what some may call a 'multi_layered malt'! with water: extraordinary now. gamy, leathery, spicy and even more habano_lik","ted with various spice, vanilla pod and a slightly olive oil grassiness. mouth: more layered and textured note of honey and a touch of wood spice on arrival. more pollen, lily,","e - not something we'll be complaining about. mouth: beautifully textured and with a layered waxiness. the fruit are more pronounced here as well, lot of lychee, green apple, ba",approve_primary,Approved for proposed primary construct.,approved
lingering,finish_complexity_balance,complexity_balance,v1,96,Structural judgment language.,False,,"a lot of walnut and apple skin, then pear drop. finish: long, rather lemony, with a lingering peat. hint of sultana. comment: it's a bit hard to understand the raison d'être of t","ly. finish: very long, with more pepper and more dried_fig. salty aftertaste, with a lingering peat - as they say. comment: a big phat sherried laphroaig that, as they also say, t","l. finish: long, with more bitter orange, lemon, tonic water (or even campari) and a lingering peatiness. when bitterness is wonderful. comment: big personality. it's challenging",approve_primary,Approved for proposed primary construct.,approved
narrow,finish_complexity_balance,complexity_balance,v1,153,Structural judgment language.,False,,"apple, barley, orange, touch of yogurt, muesli, gooseberry and then a little chalk… narrow but quite powerful. with water: same. touch of dill, then more raw barley. mouth (ne","colour: white wine. nose: very narrow this time but what it doe it doe well. pure graphite oil, paraffin, shoe polish and","w rock or some gravel thrown in for good measure. or rather graphite oil? so, a very narrow profile, almost vodka_ish in fact. bottle ageing didn't do anything (for once!), or",approve_primary,Approved for proposed primary construct.,approved
persistent,finish_complexity_balance,complexity_balance,v1,27,Structural judgment language.,False,,"hiff of coal, or rather drawing charcoal. all that isn't big, but the aroma are very persistent. having said that, after five minute there are more note of hessian as well as a bag","d nut, seed, fruit cake, date, prune eau de vie and cherry kirsch. still some rather persistent tannin and pencil shaving note nibbling around the edge. finish: long but slightly o","this wonderful fatness to the peat. you can add black olive, petrol, iodine and this persistent and terrific coastal character. finish: very long. all on brine, both share of olive",approve_primary,Approved for proposed primary construct.,approved
polished,finish_complexity_balance,complexity_balance,v1,198,Structural judgment language.,False,,"nge liqueur. go on with the expected note of prune and dark_chocolate, then touch of polished wood (sandal? cedar?) and a good deal of pepper, clove and caraway. finish: very lon","d any other explanation of the fact that this is so fresh and fruity. granted, it's 'polished' but never oaky, while many dried_fruit including fig, pear, date, raisin, orange ze","ageing. it's also a bit similar to the best old cognac. mouth: probably a little le polished now, maybe a little metallic in a certain way, but it's still very excellent. note o",exclude_ambiguous,Excluded from primary instrument; context-dependent or ambiguous usage.,approved
precise,finish_complexity_balance,complexity_balance,v1,228,Structural judgment language.,False,,", antiseptic and seawater. also diesel oil, motul motor oil (i've decided to be more precise with motor oil - i'm joking) and a little coal tar. all that becomes quieter after a","any whisky lover' incredulity. colour: straw. nose: very different. very nice but le precise than the others, with whiff of old motor oil, 'dad's garage' (i'm sure you see what","r autumnal or not. must be me… mouth: ah, now i understand the name! start with very precise note of… say blueberry muffin? there are also violet sweet, and many of them, as wel",approve_primary,Approved for proposed primary construct.,approved
quick,finish_complexity_balance,complexity_balance,v1,158,Structural judgment language.,False,,"isky after reduction, there's very often a 'soapiness' that appears but that go away quick - i think you call that 'saponification'). after that, gunflint, chocolate, leather","too dry as the fruitiness tends to vanish. still a beautiful nose but you need to be quick. mouth: more or le the same happens on the palate. start well, raisiny and honeyed,",", some kind of smoked raisin, wax, oyster, lemon… and more château_chalon. stunning, quick, call the anti_maltoporn brigade! finish: maybe the longest '40%' ever. utterly amaz",approve_primary,Approved for proposed primary construct.,approved
refined,finish_complexity_balance,complexity_balance,v1,74,Structural judgment language.,False,,"r: gold. nose: this one ha lost the phenolic side, but it probably got more elegant, refined, better 'chiselled' i'd say. the chlorophyll is well there, together with several dr","wide' nose but it's pleasant. bailey's. with water: more of the same but it got more refined, more civilised. and more bailey_ish - in a nice way! mouth (neat): start very spicy","s context. also a nice balsamico again. mouth (neat): it's big and rich, not exactly refined, but it work. arak, other oriental liqueur and spirit, dried_fig, ginger cake, limon",approve_primary,Approved for proposed primary construct.,approved
rough,finish_complexity_balance,complexity_balance,v1,220,Structural judgment language.,False,,"raw barley still present. also whiff of antiseptic, mercurochrome… slightly a notch rough for a 28yo caol ila but otherwise typical. with water: work, with these touch of put","milk, vanilla, grain, butterscotch and muesli. extremely natural i'd say, and a bit rough. with water (i tried to reach approx 44%): we're getting closer. humus, apple juice,",something slightly kirschy. then more bitter orange and ginger. the whole is rather rough but quite pleasant. with water: swim well! more classic marmalade and dried_fruit (f,approve_primary,Approved for proposed primary construct.,approved
simple,finish_complexity_balance,complexity_balance,v1,551,Structural judgment language.,False,,"vely fruity, starting with tart lemon and lime, then peach and melon again. a fairly simple but wonderfully chiselled profile that reminds me a bit of the new official ten, min","comment: it's not a very complicated st magdalene in my opinion, it's even unusually simple (even with h2o) but the spirit wa classy albeit a bit 'difficult'. expect no immedia","ybe a little cardboard. not too bad but it really lack wideness and oomph. keywords: simple apple. finish: medium long, with no change, except a little cinnamon. curious metall",approve_primary,Approved for proposed primary construct.,approved
straightforward,finish_complexity_balance,complexity_balance,v1,97,Structural judgment language.,False,,"juice with just a little barley. then more cornflakes and a slight flintiness. more straightforward than this doesn't exist. with water: same, with maybe tinned pineapple somewhere. ba","something coastal after quite a few minute (seaweed). mouth: just a very clean, very straightforward and extremely fresh fruit salad. a miracle at such old age. spice mix for mulled win","schweppes, ginger, cardamom, caraway seed and citron. the whole is very clean, very straightforward but certainly not too simple. likeable. finish: medium long, more on lemon_zest and",approve_primary,Approved for proposed primary construct.,approved
structured,finish_complexity_balance,complexity_balance,v1,26,Structural judgment language.,False,,"er (not that that's much needed): totally excellent. fresh, orangey, fruity, and yet structured, malty… finish: medium, a wee tad more caramely/candied. which is far from being a f",the volume on the tropical side go up now while the rest remains amazingly salty and structured. pure beauty and power. a little fragrant wood smoke as well with time. finish: endl,"softness and elegance but i'd say the palate is a little better and more punchy and structured than the nose. unusual for an older whisky. finish: good length, all on hardwood, re",approve_primary,Approved for proposed primary construct.,approved
unbalanced,finish_complexity_balance,complexity_balance,v1,46,Structural judgment language.,False,,"hisky, very interesting to taste despite the fact that it's very whacky and probably unbalanced. i like this because to paraphrase disraeli (whom i had quoted before, i'm sure): it","most flavour that we had in mo' 1980 are there, it's just that the whole is totally unbalanced this time. the plastic note are loud and the soapiness is omnipresent. only the citr",", drying, pretty tannic. in other word, plankish. comment: pretty great nose, rather unbalanced palate, we know that song.",approve_primary,Approved for proposed primary construct.,approved
well_balanced,finish_complexity_balance,complexity_balance,v1,107,Structural judgment language.,False,,"efruit. a feeling of good sauvignon. the peat is moderate. finish: not very long but well balanced, between the smokiness and the fresh fruit. comment: no freak at all, despite the ve","ut grass once again, as well as a little marzipan. this seems to be pretty naked and well_balanced but it's a little aggressive so let's add water right away, cuz i need mee nose. wit","d mango (chutney) and soft spice. these hint of curry again. finish: long, extremely well balanced, very lively. kumquat, cardamom and curry. comment: just great and to tell you the t",approve_primary,Approved for proposed primary construct.,approved
well_integrated,finish_complexity_balance,complexity_balance,v1,38,Structural judgment language.,False,,"violet drop. comment: an archclassic, with an oak that's much present but silky and well integrated. it brings some great structure to this very old glenfarclas that's very firm when n","chocolate and raisin, then clove and cinnamon. comment: high quality, good balance, well integrated oak. but once again, the cask doe most of the talking.","i'm wondering whether this vintage isn't a little better than earlier one, it's very well integrated and doe not reek of wine or grape at all. wonderful note of smooth and fruity olive",approve_primary,Approved for proposed primary construct.,approved
awful,explicit_evaluation,explicit_evaluation,v1,18,Direct praise and blame language.,False,,"it's not. with water: baby vomit, damp cardboard and feint. pas. mouth (neat): quite awful. most flavour that we had in mo' 1980 are there, it's just that the whole is totally","ic? leatherette? really on/off, sometimes it's pretty good and sometimes it's really awful. finish: quite long, with note of tinned sardine on top of these strange chemical no","n't go away. sound weird but it isn't, it's like tasting salted plasticine. would be awful in other circumstance but i simply love it here. dear molecule… finish: long, even s",approve_primary,Approved for proposed primary construct.,approved
beautiful,explicit_evaluation,explicit_evaluation,v1,585,Direct praise and blame language.,False,,"n, more and more smoke, which come unexpected. old coal stove, lovage... complex and beautiful. mouth: as often with these old malt, the first sip won't tell you whether it'll be","dimension, so to speak, and there are many more tertiary note than in the youngster. beautiful note of beeswax, kumquat and juicy ripe melon on top of the classic mineral note. th","honey and beeswax than in the ob. also whiff of camphor, papaya, menthol, liquorice… beautiful! with water: more of the same but with more emphasis on the honeyed note. honeycomb",approve_primary,Approved for proposed primary construct.,approved
brilliant,explicit_evaluation,explicit_evaluation,v1,503,Direct praise and blame language.,False,,"vinegar, roasted sesame oil (it's very obvious here) and god know what else. utterly brilliant and totally unmatchable in my opinion. i have no idea as for the strength but it's v",n the aftertaste. comment: the oak's quite loud but the honeyed fruitiness is rather brilliant. a walk between two world…,"ineral, with some saltine in the aftertaste. comment: the others were great, this is brilliant. well done whisky tale, this baby is abfab and very much to my liking. do you still",approve_primary,Approved for proposed primary construct.,approved
delicious,explicit_evaluation,explicit_evaluation,v1,76,Direct praise and blame language.,False,,"e of the same. no change, it's only a little rounder. cool. mouth (neat): excellent! delicious ripe garden fruit plus a few herb, spice and orange. ginger and cinnamon (not of the","e. mouth: waahwaahwaah… sure it's no 'bodybuilt' modern malt but it's all absolutely delicious, with the just the right amount of everything that make a great old laphroaig. cough","outh: quite perfect, the strength is, well, perfect and the oak imparted some pretty delicious note of strong liquorice and eucalyptus sweet. agreed, you have to like that but i d",approve_primary,Approved for proposed primary construct.,approved
disappointing,explicit_evaluation,explicit_evaluation,v1,45,Direct praise and blame language.,False,,"well, stale guinness, tobacco… finish: long but a tad too bitter and tarry. comment: disappointing, especially when knowing all the other great 1974s by sestante. now, who care? this","int in the aftertaste. comment: bummer, we almost had a 90er but the finish wa a tad disappointing, which happens very often with very old whisky in my modest experience. but what a n","late and some honey again. comment: this one had a beautiful finish, which is always disappointing, in a certain way (because it's the finish, eh!)",approve_primary,Approved for proposed primary construct.,approved
excellent,explicit_evaluation,explicit_evaluation,v1,1819,Direct praise and blame language.,False,,"ith parsley like in the mortlach, hay, wet leaf, leather polish… mouth (neat): super excellent ultra_classic sherry monster, between chocolate (truckloads), orange (wheelbarrow) a","touch of camphor, linseed oil… also wet gravel, clay… classy spirit for sure. mouth: excellent, with these phenolic note yet again, bordering on shoe polish, plus perfect note of","ecoming more invading (almost). raw apple spirit. comment: this will probably become excellent spirit one day but at five or six year, it's almost an infanticide. for education pu",approve_primary,Approved for proposed primary construct.,approved
fantastic,explicit_evaluation,explicit_evaluation,v1,269,Direct praise and blame language.,False,,"it's a style that rather reminds of pre_war mortlach (g&m)… it's big and absolutely fantastic, i'm sure it's the kind of heavenly dram that brian is now having in the paradise of","gade before we go on… finish: long, maybe just a tad grapey (pip and skin). comment: fantastic. now, no surprise that the japanese would have selected this, they know their whisky","lous very vegetal and leafy pe. then garden bonfire and note of hessian. with water: fantastic. chiselled, ultra_clean, with a lot of grapefruit coming out and always these perfec",approve_primary,Approved for proposed primary construct.,approved
good,explicit_evaluation,explicit_evaluation,v1,4830,Direct praise and blame language.,False,,"le that reminds me a bit of the new official ten, minus the heavier vanilla/oak. all good. finish: quite long, with more salt again, brine, lemon and a honeyed aftertaste… co","note of prune and dark_chocolate, then touch of polished wood (sandal? cedar?) and a good deal of pepper, clove and caraway. finish: very long because it's so coating and oil",easant way (cane_sugar). touch of bitter oak in the aftertaste. comment: simply very good quality aberlour from refill bourbon wood. very drinkable.,approve_primary,Approved for proposed primary construct.,approved
great,explicit_evaluation,explicit_evaluation,v1,1730,Direct praise and blame language.,False,,"al of pepper, clove and caraway. finish: very long because it's so coating and oily. great note of herb, mint, parsley, tarragon… and even touch of strawberry jam. comment: i'",all suggests a sherry butt here! that's great as most other indie cragganmores around are from refill hoggy. colour: full amber. n,"beesw… okay, okay. with water: work in favour of the fruit, not of the oak, which is great news. finish: long, clean, fruity, with just the right amount of oak at this point.",approve_primary,Approved for proposed primary construct.,approved
